Date,Group,TopicType,Url,Title,RawGithubUrl,ADA Status,Eligible for Exec Doc Conversion?,Reason for Ineligiblity,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Link_Drilldown_Docs,Link_Trends,Freshness,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,TopicKey,CSAs
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/error-code-badrequest-or-invalidclientsecret,AADSTS7000222 - BadRequest or InvalidClientSecret error - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/error-code-badrequest-or-invalidclientsecret.md,,yes,,141,-34.10%,105,H,0,14.20%,26.20%,85.70%,39.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c158a9ed-860d-c942-3fef-632138c26521,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c158a9ed-860d-c942-3fef-632138c26521,> 365 days,4/10/2024,########,37,26.20%,16.30%,56.70%,0.70%,0.00%,7%,0%,86%,4/10/2024,axelg,No,,c158a9ed-860d-c942-3fef-632138c26521,4ed2afff-e34d-35e3-b6a5-3b75cac1cf26,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/subnet-with-external-resources-cannot-be-used-by-other-resources,AKS cluster error code SubnetWithExternalResourcesCannotBeUsedByOtherResources - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/subnet-with-external-resources-cannot-be-used-by-other-resources.md,,no,No bash/terminal commands present; guidance is descriptive and GUI-based.,24,-40.00%,21,H,0,8.30%,16.70%,90.50%,45.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f66060e5-7652-a216-c1e0-67dafef3f674,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f66060e5-7652-a216-c1e0-67dafef3f674,91-180 days,########,########,18,75.00%,16.70%,8.30%,0.00%,0.00%,10%,0%,91%,4/10/2024,axelg,No,,f66060e5-7652-a216-c1e0-67dafef3f674,68b970b5-762d-3667-b1e9-e17d0b7582aa,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/error-codes/unsatisfiablepdb-error,AKS cluster upgrade fails with UnsatisfiablePDB error - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/error-codes/unsatisfiablepdb-error.md,,no,includes kubectl commands which are not supported in Azure Cloud Shell Bash,52,,30,H,0,9.60%,17.30%,93.30%,55.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=79eb1be3-4019-2a91-cda7-67ef01d63905,https://aka.ms/learncontenttrends?p_SelectedPlatformId=79eb1be3-4019-2a91-cda7-67ef01d63905,> 365 days,2/7/2025,########,11,21.20%,34.60%,38.50%,5.80%,0.00%,27%,0%,93%,2/7/2025,genli,No,,79eb1be3-4019-2a91-cda7-67ef01d63905,9e6eda1f-5489-37e9-a650-81eeb3368f42,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/application-fails-argument-list-too-long,Argument list too long application failures - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/application-fails-argument-list-too-long.md,,no,no bash/az commands present; content is purely explanatory/troubleshooting without terminal command blocks,63,-14.90%,46,H,0,4.80%,23.80%,95.70%,61.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=8207c8dd-557c-cae1-f788-9dbe467f7b30,https://aka.ms/learncontenttrends?p_SelectedPlatformId=8207c8dd-557c-cae1-f788-9dbe467f7b30,91-180 days,########,########,40,63.50%,27.00%,7.90%,1.60%,0.00%,15%,0%,96%,4/10/2024,genli,No,,8207c8dd-557c-cae1-f788-9dbe467f7b30,4b134ecc-9c3f-36f4-9bac-c884e695014d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/aks-cost-analysis-add-on-issues,Azure Kubernetes Service Cost Analysis add-on issues - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/aks-cost-analysis-add-on-issues.md,,yes,,108,-49.80%,79,H,0,7.40%,15.70%,83.50%,34.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f20cedfe-1961-eebd-0225-93a5a5e5c8ea,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f20cedfe-1961-eebd-0225-93a5a5e5c8ea,181-270 days,6/25/2024,6/25/2024,27,25.00%,5.60%,65.70%,3.70%,0.00%,10%,0%,84%,4/10/2024,kaysieyu,No,,f20cedfe-1961-eebd-0225-93a5a5e5c8ea,f2e35452-5537-334b-9a99-9a9c153c33a0,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/basic-troubleshooting-outbound-connections,Basic troubleshooting of outbound connections from an AKS cluster - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/basic-troubleshooting-outbound-connections.md,,yes,,459,-32.90%,326,H,0,10.20%,25.70%,88.00%,35.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=39c2d5ea-9c28-3ff8-b68f-1b3291b6d7d7,https://aka.ms/learncontenttrends?p_SelectedPlatformId=39c2d5ea-9c28-3ff8-b68f-1b3291b6d7d7,91-180 days,########,########,307,66.90%,10.00%,20.00%,3.10%,0.00%,11%,0%,88%,4/10/2024,genli,No,,39c2d5ea-9c28-3ff8-b68f-1b3291b6d7d7,f57e597b-bcbd-3993-b6f9-363c154fed83,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/cannot-pull-image-from-acr-to-aks-cluster,Can't pull images from Azure Container Registry to Kubernetes - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/cannot-pull-image-from-acr-to-aks-cluster.md,,yes,,"1,958",-28.10%,"1,405",H,0,11.70%,17.80%,85.70%,48.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=9d0ed65f-0b5f-1175-7dfe-58fe870ba0ae,https://aka.ms/learncontenttrends?p_SelectedPlatformId=9d0ed65f-0b5f-1175-7dfe-58fe870ba0ae,91-180 days,11/1/2024,11/1/2024,"1,416",72.30%,10.30%,14.90%,2.50%,0.00%,18%,0%,86%,4/10/2024,genli,No,,9d0ed65f-0b5f-1175-7dfe-58fe870ba0ae,844ec147-ffce-3b87-b307-708634738c45,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/storage/failure-setting-azure-disk-mount-options-uid-gid,Can't set the uid and gid mounting options on an Azure disk - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/storage/failure-setting-azure-disk-mount-options-uid-gid.md,,no,contains only YAML and no bash or shell command blocks,69,-41.00%,47,H,0,11.60%,31.90%,89.40%,39.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c09780a1-9796-2b8b-1404-9f8e4565a11e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c09780a1-9796-2b8b-1404-9f8e4565a11e,91-180 days,########,########,34,49.30%,10.10%,37.70%,2.90%,0.00%,6%,0%,89%,4/10/2024,genli,No,,c09780a1-9796-2b8b-1404-9f8e4565a11e,6386729e-4c92-33d8-8d7c-7f79385c6cbd,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/cannot-view-resources-kubernetes-resource-viewer-portal,Can't view resources in Kubernetes resource viewer on Azure portal - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/cannot-view-resources-kubernetes-resource-viewer-portal.md,,no,"contains GUI-based troubleshooting steps and screenshot, no eligible bash terminal commands",30,-25.00%,23,H,0,6.70%,30.00%,91.30%,30.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=7430d882-e91d-f052-0b26-b20ad6fda085,https://aka.ms/learncontenttrends?p_SelectedPlatformId=7430d882-e91d-f052-0b26-b20ad6fda085,91-180 days,########,########,16,53.30%,26.70%,20.00%,0.00%,0.00%,9%,0%,91%,4/10/2024,genli,No,,7430d882-e91d-f052-0b26-b20ad6fda085,3bdedb3c-7222-34b9-8a35-ca42c23ed22e,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/changing-property-imagereference-not-allowed,Changing property imageReference is not allowed - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/changing-property-imagereference-not-allowed.md,,no,no supported bash or azurecli commands present,42,-41.70%,36,H,0,14.30%,2.40%,86.10%,33.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=4500a182-49b2-2f2f-737c-b705bd32e15d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=4500a182-49b2-2f2f-737c-b705bd32e15d,91-180 days,########,########,37,88.10%,0.00%,9.50%,2.40%,0.00%,0%,0%,86%,4/10/2024,genli,No,,4500a182-49b2-2f2f-737c-b705bd32e15d,309851f1-a01d-3d49-a36b-7c0ce8fd50f4,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/client-ip-address-cannot-access-api-server,Client IP address can't access the API server - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/client-ip-address-cannot-access-api-server.md,,yes,,150,-45.50%,132,H,0,12.70%,36.00%,84.10%,44.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=93ff716f-0584-ef2c-048c-339d6bb4085b,https://aka.ms/learncontenttrends?p_SelectedPlatformId=93ff716f-0584-ef2c-048c-339d6bb4085b,91-180 days,10/8/2024,10/8/2024,75,50.00%,7.30%,39.30%,3.30%,0.00%,7%,0%,84%,4/10/2024,genli,No,,93ff716f-0584-ef2c-048c-339d6bb4085b,f25de590-7da0-37d7-9341-07a8d7aad022,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/cannot-scale-cluster-autoscaler-enabled-node-pool,Cluster autoscaler fails to scale with cannot scale cluster autoscaler enabled node pool error - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/cannot-scale-cluster-autoscaler-enabled-node-pool.md,,yes,,201,-23.30%,149,H,0,12.40%,13.40%,85.20%,43.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=4b7b02c7-3f6c-5468-60c9-9d6a6eb3bd9e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=4b7b02c7-3f6c-5468-60c9-9d6a6eb3bd9e,> 365 days,4/10/2024,########,106,52.70%,20.90%,20.40%,6.00%,0.00%,5%,0%,85%,4/10/2024,ninasegares,No,,4b7b02c7-3f6c-5468-60c9-9d6a6eb3bd9e,708f47cc-d657-3947-8742-a0edfc1998e2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/operationnotallowed,Cluster pending operation (OperationNotAllowed) errors - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/operationnotallowed.md,,yes,,172,-28.90%,109,H,0,11.60%,11.60%,88.10%,41.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=152b10a4-84cf-4dfe-a086-b431c1287bc1,https://aka.ms/learncontenttrends?p_SelectedPlatformId=152b10a4-84cf-4dfe-a086-b431c1287bc1,> 365 days,4/10/2024,2/23/2024,92,53.50%,20.90%,20.30%,5.20%,0.00%,12%,0%,88%,4/10/2024,axelg,No,,152b10a4-84cf-4dfe-a086-b431c1287bc1,63152f2d-8c72-3d56-9fcc-5306f7c88023,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/aks-at-scale-troubleshoot-guide,Common issues when you run or scale large AKS clusters FAQ - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/aks-at-scale-troubleshoot-guide.md,,yes,,150,-22.30%,121,H,0,10.70%,22.70%,85.10%,28.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=1ba4e147-1630-60ba-e632-6c03263f7c14,https://aka.ms/learncontenttrends?p_SelectedPlatformId=1ba4e147-1630-60ba-e632-6c03263f7c14,91-180 days,9/27/2024,9/27/2024,92,61.30%,8.00%,28.70%,2.00%,0.00%,2%,0%,85%,4/10/2024,genli,No,,1ba4e147-1630-60ba-e632-6c03263f7c14,7d7db65c-eb98-3664-b521-bb7c070aa537,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/azure/aks/node-access,Connect to Azure Kubernetes Service (AKS) cluster nodes - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/node-access.md,,yes,,"5,026",-21.90%,"3,250",H,0,10.20%,11.00%,91.40%,47.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=dda83daa-8749-74ea-58fa-5a198865acc4,https://aka.ms/learncontenttrends?p_SelectedPlatformId=dda83daa-8749-74ea-58fa-5a198865acc4,> 365 days,2/14/2025,1/8/2024,"3,453",68.70%,12.10%,15.20%,3.90%,0.10%,19%,0%,91%,8/1/2024,nickoman,No,,dda83daa-8749-74ea-58fa-5a198865acc4,10fb7ae6-afae-3cee-a5ea-8d8b457566b1,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/storage/could-not-change-permissions-azure-files,Could not change permissions using Azure Files - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/storage/could-not-change-permissions-azure-files.md,,no,No bash or Azure CLI command execution steps are present; content is conceptual and troubleshooting explanation only.,106,-38.40%,67,H,0,9.40%,28.30%,88.10%,38.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=9033c34f-3491-236d-b1e2-05560a05d2fc,https://aka.ms/learncontenttrends?p_SelectedPlatformId=9033c34f-3491-236d-b1e2-05560a05d2fc,0-90 days,2/28/2025,2/28/2025,40,37.70%,7.50%,49.10%,5.70%,0.00%,2%,0%,88%,4/10/2024,genli,No,,9033c34f-3491-236d-b1e2-05560a05d2fc,eafd264c-beb3-3b3d-a873-b9bc09bbf196,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/azure/aks/troubleshoot-udp-packet-drops,Diagnose and solve UDP packet drops in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/troubleshoot-udp-packet-drops.md,,yes,,95,-2.10%,74,H,0,8.40%,13.70%,89.20%,54.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=6ffbdd05-af96-fc67-4a38-b0067999903d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=6ffbdd05-af96-fc67-4a38-b0067999903d,181-270 days,11/4/2024,7/25/2024,56,58.90%,15.80%,23.20%,2.10%,0.00%,11%,0%,89%,8/1/2024,schaffererin,No,,6ffbdd05-af96-fc67-4a38-b0067999903d,df518d07-3fda-302d-b44f-1b814e903767,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/errors-arfter-restricting-egress-traffic,Errors after restricting egress traffic - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/errors-arfter-restricting-egress-traffic.md,,no,no eligible bash or Azure CLI commands present,31,-36.70%,29,H,0,3.20%,41.90%,89.70%,16.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=d94385af-0c8a-608c-edf4-b45d91c56dc5,https://aka.ms/learncontenttrends?p_SelectedPlatformId=d94385af-0c8a-608c-edf4-b45d91c56dc5,91-180 days,########,########,7,22.60%,6.50%,64.50%,6.50%,0.00%,3%,0%,90%,4/10/2024,genli,No,,d94385af-0c8a-608c-edf4-b45d91c56dc5,4a5a949e-cb8d-3db8-8a23-04517892fd99,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/storage/mounting-azure-blob-storage-container-fail,Fails to mount an Azure Blob storage container - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/storage/mounting-azure-blob-storage-container-fail.md,,no,"contains GUI-based instructions and screenshots, which are not supported",674,-10.30%,399,H,0,11.30%,25.10%,89.50%,40.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=13093557-63be-54ac-ae3e-00e2ef59cae6,https://aka.ms/learncontenttrends?p_SelectedPlatformId=13093557-63be-54ac-ae3e-00e2ef59cae6,91-180 days,9/6/2024,9/6/2024,169,25.10%,50.60%,22.30%,2.10%,0.00%,5%,0%,90%,4/10/2024,andbar,No,,13093557-63be-54ac-ae3e-00e2ef59cae6,0c89d04c-1994-3e3d-8d76-c08216c8e3c8,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/connection-issues-application-hosted-aks-cluster,Fix connection issues to an app that's hosted in an AKS cluster - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/connection-issues-application-hosted-aks-cluster.md,,yes,,981,-27.30%,683,H,0,14.00%,12.60%,86.20%,43.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=adad3a9f-f2d1-3837-7510-7dc6ce69d366,https://aka.ms/learncontenttrends?p_SelectedPlatformId=adad3a9f-f2d1-3837-7510-7dc6ce69d366,91-180 days,10/8/2024,10/8/2024,647,66.00%,17.20%,11.80%,5.00%,0.00%,14%,0%,86%,4/10/2024,genli,No,,adad3a9f-f2d1-3837-7510-7dc6ce69d366,7ac93fac-78c7-3289-9c9a-0efc5c575518,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/intermittent-timeouts-or-server-issue,Fix intermittent time-outs or server issues during app access - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/intermittent-timeouts-or-server-issue.md,,no,"contains console output, not executable bash commands; not all steps are runnable commands",176,-29.30%,147,H,0,8.00%,14.20%,85.70%,41.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=90f7888e-031d-3840-447e-7a24cf91f919,https://aka.ms/learncontenttrends?p_SelectedPlatformId=90f7888e-031d-3840-447e-7a24cf91f919,91-180 days,9/19/2024,9/19/2024,95,54.00%,15.30%,25.60%,5.10%,0.00%,3%,0%,86%,4/10/2024,genli,No,,90f7888e-031d-3840-447e-7a24cf91f919,18f30419-9754-3e71-9791-e67bd38b782d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/get-and-analyze-http-response-codes,Get and analyze HTTP response codes to determine app behavior - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/get-and-analyze-http-response-codes.md,,yes,,181,-34.70%,158,H,0,10.50%,18.20%,86.10%,60.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=dfa251a0-0eb3-9054-a7d8-c798b1c83de8,https://aka.ms/learncontenttrends?p_SelectedPlatformId=dfa251a0-0eb3-9054-a7d8-c798b1c83de8,91-180 days,9/27/2024,9/26/2024,125,69.10%,2.80%,23.80%,4.40%,0.00%,11%,0%,86%,4/10/2024,genli,No,,dfa251a0-0eb3-9054-a7d8-c798b1c83de8,af61098c-620f-3907-bf06-e31c25e68fc8,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/changes-in-kubernetes-event-driven-autoscaling-add-on-214-215,Guide to prepare AKS clusters for KEDA 2.15 and 2.14 breaking changes - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/changes-in-kubernetes-event-driven-autoscaling-add-on-214-215.md,,yes,,50,-76.30%,32,H,0,12.00%,20.00%,93.80%,36.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=fc3c2dc2-cb1c-ce36-6dae-1f86dad888ba,https://aka.ms/learncontenttrends?p_SelectedPlatformId=fc3c2dc2-cb1c-ce36-6dae-1f86dad888ba,91-180 days,3/3/2025,########,17,34.00%,14.00%,22.00%,30.00%,0.00%,13%,0%,94%,9/24/2024,genli,No,,fc3c2dc2-cb1c-ce36-6dae-1f86dad888ba,a0203c91-0d36-30ed-ac09-1400f6aabc6a,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/availability-performance/identify-high-cpu-consuming-containers-aks,Identify CPU saturation in AKS clusters - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/availability-performance/identify-high-cpu-consuming-containers-aks.md,,yes,,659,-31.40%,522,H,0,9.10%,22.50%,85.60%,55.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=3ba937b2-aab6-e276-ec5d-ae5fda925d32,https://aka.ms/learncontenttrends?p_SelectedPlatformId=3ba937b2-aab6-e276-ec5d-ae5fda925d32,181-270 days,9/11/2024,8/30/2024,341,51.70%,32.60%,10.30%,5.30%,0.00%,4%,0%,85%,4/10/2024,genli,No,,3ba937b2-aab6-e276-ec5d-ae5fda925d32,ec61b902-eac1-3dcc-a90f-39f189c57717,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/insufficientsubnetsize-error-advanced-networking,InsufficientSubnetSize error code - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/insufficientsubnetsize-error-advanced-networking.md,,no,No bash or CLI commands present; content is descriptive and procedural only.,267,-6.00%,176,H,0,9.00%,22.50%,89.20%,42.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c032dc9a-b7b2-9f1f-a593-7c5f05e3ec39,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c032dc9a-b7b2-9f1f-a593-7c5f05e3ec39,0-90 days,2/24/2025,2/20/2025,48,18.00%,63.30%,12.70%,6.00%,0.00%,10%,0%,89%,4/10/2024,jotavar,No,,c032dc9a-b7b2-9f1f-a593-7c5f05e3ec39,e28fba6e-6d92-326e-934e-733c3538cdcc,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/error-code-invalidloadbalancerprofileallocatedoutboundports,InvalidLoadBalancerProfileAllocatedOutboundPorts error code - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/error-code-invalidloadbalancerprofileallocatedoutboundports.md,,no,no bash/terminal commands are present for execution,39,-13.30%,28,H,0,5.10%,38.50%,85.70%,28.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f718ecb4-d466-cacf-1472-7b47b7826727,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f718ecb4-d466-cacf-1472-7b47b7826727,271-365 days,5/6/2024,5/6/2024,28,71.80%,5.10%,15.40%,7.70%,0.00%,7%,0%,86%,5/6/2024,genli,No,,f718ecb4-d466-cacf-1472-7b47b7826727,65a2bd2c-6ace-379d-8bce-3ff8e167ba09,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/istio-add-on-minor-revision-upgrade,Istio service mesh add-on minor revision upgrade troubleshooting - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/istio-add-on-minor-revision-upgrade.md,,no,"document contains kubectl commands, which are not supported (only bash/az CLI commands are eligible)",15,-63.40%,12,H,0,6.70%,40.00%,91.70%,20.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c3db0b67-de5e-b804-fd27-8272a161cd0d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c3db0b67-de5e-b804-fd27-8272a161cd0d,0-90 days,2/7/2025,2/7/2025,4,26.70%,13.30%,46.70%,13.30%,0.00%,17%,0%,92%,4/30/2024,kochhars,No,,c3db0b67-de5e-b804-fd27-8272a161cd0d,aaf8c235-9912-3b5c-a991-f9fbf87fb03d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
